date,Q1,Q2,Q3,Q4,Q5
2007-11-30,-7.833333333333326e-4,-0.010483333333333332,-0.010483333333333332,-0.010483333333333332,0.005516666666666667
2007-12-31,0.00805,0.00805,0.008649999999999998,0.008649999999999998,0.008649999999999998
2008-01-31,-0.01085,-0.01085,-0.00875,-0.00875,0.01021666666666667
2008-02-29,0.0051,0.0029666666666666674,0.0029666666666666674,-5.999999999999998e-4,0.015400000000000002
2008-03-31,0.006283333333333334,0.007316666666666668,0.009283333333333333,0.009283333333333333,0.010450000000000001
2008-04-30,0.01795,-0.00915,0.0023500000000000014,-0.003683333333333333,-0.00915
2008-05-31,0.0029666666666666674,0.010033333333333333,0.006866666666666667,-0.0032666666666666677,0.0131
2008-06-30,0.008166666666666671,0.012033333333333339,0.012033333333333339,0.008166666666666671,0.012033333333333339
2008-07-31,-0.007749999999999999,0.004616666666666667,0.004616666666666667,-0.007749999999999999,0.004616666666666667
2008-08-31,-0.008766666666666667,0.00723333333333333,0.002133333333333331,0.00723333333333333,-0.0088
2008-09-30,0.0027500000000000007,0.0027500000000000007,0.0014833333333333348,0.0014833333333333348,0.03391666666666667
2008-10-31,-0.01695,-0.01065,-0.006749999999999995,-0.01695,-0.01695
2008-11-30,-0.006016666666666666,-0.006016666666666666,0.007316666666666666,-0.006016666666666666,0.03311666666666667
2008-12-31,-0.0023833333333333324,-0.002549999999999999,-0.013483333333333333,-0.0023833333333333324,-0.008283333333333332
2009-01-31,-0.0412,-0.0412,-0.0412,-0.03423333333333333,-0.0412
2009-02-28,-0.021933333333333336,0.01576666666666667,-0.021933333333333336,0.006033333333333334,-0.021933333333333336
2009-03-31,-0.005550000000000002,-0.005550000000000002,-0.007516666666666669,-0.035583333333333335,-0.005550000000000002
2009-04-30,-0.016350000000000007,-0.018016666666666677,-0.016350000000000007,-0.016350000000000007,-0.016350000000000007
2009-05-31,-0.019933333333333334,-0.017233333333333333,-0.012466666666666662,-0.012466666666666662,-0.019933333333333334
2009-06-30,0.006000000000000001,0.010700000000000001,-0.0029666666666666648,-0.0015666666666666665,0.0046
2009-07-31,0.02036666666666666,0.012666666666666665,0.012666666666666665,0.02036666666666666,-0.0054333333333333326
2009-08-31,0.0036333333333333356,0.0036333333333333356,0.013133333333333335,0.0039666666666666696,0.0036333333333333356
2009-09-30,0.0076166666666666666,0.0076166666666666666,-0.00145,0.0076166666666666666,-0.0059833333333333336
2009-10-31,-0.010566666666666669,0.0195,-0.010566666666666669,-0.0020666666666666663,-0.010566666666666669
2009-11-30,0.0063,0.015500000000000002,0.0063,0.0063,-0.012299999999999998
2009-12-31,0.020649999999999998,1.8333333333333396e-4,0.020649999999999998,0.020649999999999998,0.011516666666666666
2010-01-31,-0.014199999999999999,-0.014199999999999999,-0.015533333333333335,-0.004133333333333332,5.666666666666679e-4
2010-02-28,0.021466666666666672,0.0165,0.021466666666666672,0.021466666666666672,0.021466666666666672
2010-03-31,0.025033333333333335,0.025033333333333335,0.018933333333333333,-0.002066666666666666,0.025033333333333335
2010-04-30,0.0237,0.009200000000000002,0.02573333333333333,0.009200000000000002,0.019066666666666666
2010-05-31,-0.020066666666666667,-0.016,0.010599999999999998,-0.016,-0.015733333333333335
2010-06-30,-0.020433333333333335,-0.0229,-0.0018666666666666682,-0.0285,-0.0285
2010-07-31,0.017249999999999998,0.01065,0.01738333333333333,0.017249999999999998,-0.0056833333333333345
2010-08-31,-0.001999999999999998,-0.019533333333333333,-0.01753333333333333,-0.0073333333333333315,-0.001633333333333335
2010-09-30,0.007416666666666668,0.029016666666666673,0.01958333333333333,0.01958333333333333,-0.012250000000000002
2010-10-31,0.005066666666666666,0.0075,0.0075,0.005066666666666666,-0.0053999999999999986
2010-11-30,0.0016499999999999993,0.012383333333333335,0.013450000000000002,0.013450000000000002,0.011483333333333333
2010-12-31,0.013499999999999998,-0.012466666666666668,0.013499999999999998,-0.012466666666666668,0.013499999999999998
2011-01-31,0.007949999999999999,2.4999999999999995e-4,2.4999999999999995e-4,0.007949999999999999,-0.006349999999999999
2011-02-28,0.012000000000000002,0.012000000000000002,0.012000000000000002,0.012000000000000002,3.999999999999999e-4
2011-03-31,0.0019499999999999997,0.008950000000000001,0.010483333333333336,0.0019499999999999997,0.008950000000000001
2011-04-30,0.002166666666666667,-0.0033333333333333335,4.000000000000004e-4,4.000000000000004e-4,4.000000000000004e-4
2011-05-31,-0.004183333333333334,-0.002350000000000001,-0.004183333333333334,-0.006583333333333333,-0.006583333333333333
2011-06-30,0.0011166666666666677,0.0013166666666666676,0.0013166666666666676,0.0013166666666666676,0.007116666666666667
2011-07-31,-0.0016666666666666661,-0.0143,-0.005366666666666666,-0.005366666666666666,0.002466666666666667
2011-08-31,-0.004033333333333334,-0.0257,-0.014333333333333332,-0.014333333333333332,0.005533333333333334
2011-09-30,-0.009783333333333333,-0.021416666666666667,-0.021416666666666667,-0.009783333333333333,-0.0028166666666666665
2011-10-31,0.006283333333333334,0.017116666666666665,0.017116666666666665,0.017116666666666665,0.017116666666666665
2011-11-30,0.010283333333333334,0.011283333333333334,0.010283333333333334,0.010283333333333334,0.011183333333333332
2011-12-31,0.013233333333333333,0.013233333333333333,0.010733333333333333,0.012266666666666667,0.012266666666666667
2012-01-31,-0.01575,-0.009016666666666668,0.017683333333333332,-0.009016666666666668,-0.022750000000000003
2012-02-29,0.00965,0.002683333333333335,0.00965,0.004083333333333335,0.002683333333333335
2012-03-31,0.0087,0.0103,-0.001666666666666667,0.0087,-0.001666666666666667
2012-04-30,0.007616666666666667,0.007616666666666667,0.00595,0.00595,0.00875
2012-05-31,0.0063166666666666675,0.0063166666666666675,0.00605,0.00605,0.0051499999999999975
2012-06-30,0.0030833333333333338,0.006049999999999999,0.0030833333333333338,0.006049999999999999,-0.0069500000000000004
2012-07-31,0.01265,0.01265,6.499999999999983e-4,0.003283333333333333,-0.009350000000000002
2012-08-31,-0.0023000000000000004,-8.333333333333335e-4,-0.0023000000000000004,-8.333333333333335e-4,0.006999999999999999
2012-09-30,-0.0042499999999999994,0.0067500000000000025,0.00485,-0.0023499999999999997,0.010516666666666669
2012-10-31,0.003500000000000001,0.006266666666666667,0.003500000000000001,0.003500000000000001,0.009200000000000002
2012-11-30,0.0020666666666666667,0.0034000000000000002,0.0020666666666666667,0.0034000000000000002,7.999999999999999e-4
2012-12-31,0.004549999999999999,0.004549999999999999,-0.0018500000000000003,0.004549999999999999,6.166666666666652e-4
2013-01-31,0.006416666666666665,0.00781666666666667,0.006416666666666665,0.00781666666666667,-0.004683333333333334
2013-02-28,6.999999999999998e-4,0.005,0.005,0.004166666666666667,6.666666666666655e-5
2013-03-31,0.013816666666666666,0.013816666666666666,0.010883333333333333,0.013816666666666666,0.007416666666666669
2013-04-30,0.001333333333333333,0.001333333333333333,5.999999999999996e-4,0.001333333333333333,-0.0051666666666666675
2013-05-31,-0.0025333333333333328,-0.0025333333333333328,-0.0025333333333333328,0.004266666666666667,0.010966666666666666
2013-06-30,6.333333333333333e-4,-5.000000000000001e-4,-0.0045000000000000005,6.333333333333333e-4,-8e-4
2013-07-31,0.013566666666666666,0.014900000000000002,-0.009766666666666668,0.014900000000000002,0.009100000000000002
2013-08-31,-0.011383333333333334,-0.011383333333333334,-0.011483333333333333,-0.011483333333333333,-0.0024500000000000012
2013-09-30,0.0018333333333333333,0.010666666666666666,0.0018333333333333333,0.010666666666666666,5.999999999999993e-4
2013-10-31,0.017583333333333336,0.012583333333333335,0.017583333333333336,0.008516666666666667,-0.010549999999999999
2013-11-30,0.0043,0.0091,0.0091,-0.0013000000000000002,0.0078000000000000005
2013-12-31,0.003133333333333332,-0.004733333333333333,0.004333333333333333,0.003133333333333332,0.003066666666666666
2014-01-31,-0.0032166666666666667,-0.016216666666666667,-0.016216666666666667,-0.0032166666666666667,-0.019583333333333335
2014-02-28,0.009233333333333331,0.009666666666666665,0.009233333333333331,0.009666666666666665,0.0105
2014-03-31,0.01185,0.008083333333333333,0.006716666666666666,-0.00825,0.017616666666666666
2014-04-30,-0.004216666666666666,0.009350000000000002,0.009350000000000002,-0.008283333333333332,0.008516666666666667
2014-05-31,0.006066666666666668,-1.333333333333334e-4,0.006066666666666668,-1.333333333333334e-4,-0.0028
2014-06-30,-0.007083333333333334,-0.007083333333333334,-0.007083333333333334,0.0031166666666666656,-0.001649999999999999
2014-07-31,0.005600000000000001,-0.0084,0.005600000000000001,-0.0084,-0.007833333333333333
2014-08-31,0.004800000000000001,0.004800000000000001,0.0057666666666666665,0.0057666666666666665,-0.011133333333333334
2014-09-30,0.0024000000000000002,-0.009800000000000001,-0.009800000000000001,-0.009800000000000001,-0.0032666666666666664
2014-10-31,-0.0052833333333333335,-0.0052833333333333335,0.006916666666666666,0.006916666666666666,0.008916666666666665
2014-11-30,0.006883333333333334,-7.833333333333329e-4,0.006883333333333334,-7.833333333333329e-4,-0.009316666666666666
2014-12-31,0.009366666666666667,-6.666666666666685e-5,0.009366666666666667,0.006366666666666666,0.006100000000000001
2015-01-31,-0.003216666666666665,-0.0063166666666666675,-0.003216666666666665,-0.0063166666666666675,0.003983333333333333
2015-02-28,-0.0032666666666666677,-0.0020666666666666667,-0.0020666666666666667,-0.0020666666666666667,-0.022533333333333332
2015-03-31,-3.666666666666668e-4,-0.003999999999999999,-0.003999999999999999,0.006266666666666667,-0.0014666666666666671
2015-04-30,-0.004049999999999999,-0.004049999999999999,-0.014083333333333331,-0.014083333333333331,0.00815
2015-05-31,0.004233333333333332,0.006966666666666665,0.006966666666666665,0.006966666666666665,0.0023666666666666662
2015-06-30,-0.006899999999999999,0.009066666666666666,-0.005733333333333331,0.003933333333333333,-0.003366666666666667
2015-07-31,0.02451666666666667,0.016383333333333337,0.0011166666666666686,0.0011166666666666686,-0.004116666666666662
2015-08-31,-0.006283333333333332,-0.006283333333333332,-0.005316666666666667,-0.005316666666666667,0.01975
2015-09-30,0.011233333333333333,0.021433333333333332,0.0019,0.0019,0.012100000000000001
2015-10-31,0.012849999999999999,0.012849999999999999,0.0059833333333333336,0.0059833333333333336,-0.01985
2015-11-30,-0.009533333333333331,0.008333333333333333,-0.007633333333333332,0.0014666666666666667,-0.0028333333333333335
2015-12-31,0.010550000000000002,-0.00645,-0.00645,-0.00645,7.166666666666663e-4
2016-01-31,0.012016666666666667,5.500000000000007e-4,5.500000000000007e-4,5.500000000000007e-4,0.019683333333333334
2016-02-29,-0.001083333333333333,0.0018166666666666667,0.0018166666666666667,0.0018166666666666667,0.005516666666666666
2016-03-31,0.0047,0.0047,0.008033333333333335,0.008033333333333335,0.001666666666666666
2016-04-30,-0.009966666666666667,0.0025666666666666637,-0.006933333333333336,-0.0058666666666666685,0.006366666666666667
2016-05-31,-0.002316666666666667,-0.002316666666666667,-0.004383333333333334,-0.004383333333333334,-0.009283333333333333
2016-06-30,0.009349999999999999,0.010750000000000001,0.009349999999999999,0.010750000000000001,0.01085
2016-07-31,-0.004883333333333333,0.00335,0.00335,0.00335,0.0012500000000000011
2016-08-31,-0.006033333333333334,-5.000000000000004e-4,-5.000000000000004e-4,-5.000000000000004e-4,0.004033333333333334
2016-09-30,-0.007699999999999999,0.0023,-0.007699999999999999,-0.0016666666666666661,-0.003433333333333332
2016-10-31,0.013116666666666665,-2.8333333333333135e-4,0.013116666666666665,-2.8333333333333135e-4,-0.0019833333333333313
2016-11-30,0.008133333333333333,0.008133333333333333,0.031333333333333324,0.031333333333333324,0.015166666666666667
2016-12-31,0.010616666666666668,0.00915,0.010616666666666668,0.010616666666666668,0.0045833333333333325
2017-01-31,-0.007933333333333334,-0.007933333333333334,-0.003133333333333334,-0.014400000000000001,-0.004833333333333333
2017-02-28,0.002483333333333333,0.002483333333333333,-0.005183333333333334,-0.005183333333333334,-1.5000000000000053e-4
2017-03-31,-0.008666666666666668,-0.0061666666666666675,-0.0061666666666666675,-0.0061666666666666675,-0.006733333333333334
2017-04-30,-0.007149999999999999,-0.001183333333333333,1.8333333333333353e-4,1.8333333333333353e-4,-0.009383333333333334
2017-05-31,0.001783333333333334,-0.008183333333333334,0.001783333333333334,-0.008183333333333334,-0.013183333333333333
2017-06-30,0.0041333333333333335,0.011666666666666665,-0.004266666666666666,0.0041333333333333335,0.0015333333333333334
2017-07-31,0.0067,0.0067,0.001233333333333333,0.001233333333333333,-0.0042
2017-08-31,0.001683333333333333,-0.005083333333333335,-0.004416666666666667,-0.004416666666666667,-0.01605
2017-09-30,-6.33333333333333e-4,-0.008933333333333333,0.015233333333333333,0.015233333333333333,0.009233333333333331
2017-10-31,0.010466666666666666,0.004099999999999999,0.010466666666666666,0.004099999999999999,-0.010366666666666668
2017-11-30,0.007999999999999998,0.007999999999999998,0.007999999999999998,0.007999999999999998,-0.0024000000000000007
2017-12-31,0.0027833333333333334,0.001716666666666666,0.005216666666666667,0.001716666666666666,0.006716666666666667
2018-01-31,0.01625,0.01625,0.005550000000000002,0.005550000000000002,-0.026649999999999997
2018-02-28,-0.005383333333333335,-0.005383333333333335,-0.004250000000000001,-0.004250000000000001,-0.01651666666666667
2018-03-31,-0.013099999999999999,-0.012833333333333334,-7.999999999999998e-4,-7.999999999999998e-4,0.011033333333333334
2018-04-30,-0.001333333333333333,-0.001333333333333333,0.0016333333333333336,0.0016333333333333336,-8.333333333333332e-4
2018-05-31,-0.0013666666666666677,0.007733333333333335,0.007733333333333335,-0.007966666666666667,-0.005299999999999999
2018-06-30,-0.007066666666666668,-0.0064,-0.003833333333333333,-0.003833333333333333,-0.003833333333333333
2018-07-31,0.010050000000000002,0.010050000000000002,0.010050000000000002,0.0036166666666666673,-0.002283333333333333
2018-08-31,0.0022333333333333337,0.0022333333333333337,0.004399999999999999,0.004399999999999999,-0.024800000000000003
2018-09-30,0.004766666666666667,0.004766666666666667,-0.0035333333333333345,-0.0035333333333333345,-0.003466666666666667
2018-10-31,0.0010500000000000006,0.02995,-0.010116666666666666,-0.010116666666666666,-0.0032499999999999994
2018-11-30,-4.1666666666666615e-4,-0.003583333333333333,-5.83333333333333e-4,-5.83333333333333e-4,-0.006283333333333333
2018-12-31,-0.011149999999999998,-0.011149999999999998,-0.020516666666666666,-0.020516666666666666,0.011316666666666668
2019-01-31,-0.0099,-0.0099,-2.000000000000011e-4,-2.000000000000011e-4,6.666666666666673e-4
2019-02-28,-0.0030666666666666668,-0.0030666666666666668,0.0026666666666666666,0.0026666666666666666,-0.008733333333333334
2019-03-31,0.004500000000000001,8.33333333333334e-4,0.004500000000000001,-0.010900000000000002,-9.000000000000003e-4
2019-04-30,0.006283333333333333,0.006283333333333333,0.006283333333333333,-0.010783333333333332,0.00505
2019-05-31,-0.004166666666666668,0.0017000000000000001,-0.003500000000000001,-0.003500000000000001,0.019566666666666666
2019-06-30,0.010333333333333335,0.006999999999999999,0.006999999999999999,0.006999999999999999,-0.016300000000000002
2019-07-31,0.011166666666666667,0.011166666666666667,0.005533333333333334,0.0050999999999999995,-6.333333333333335e-4
2019-08-31,0.005583333333333336,0.005583333333333336,-0.003183333333333332,-0.005249999999999998,-0.02178333333333333
2019-09-30,0.011549999999999998,0.011549999999999998,0.010583333333333332,0.011549999999999998,0.02928333333333333
2019-10-31,-9.499999999999996e-4,-9.499999999999996e-4,-1.1666666666666668e-4,-1.1666666666666668e-4,-0.007450000000000002
2019-11-30,-0.00655,1.1666666666666711e-4,-0.00525,-0.00525,0.0035166666666666666
2019-12-31,0.0075,0.004200000000000001,0.0075,0.0075,0.0057
2020-01-31,0.0011666666666666665,0.0011666666666666665,-0.0134,-0.0134,-0.03316666666666667
2020-02-29,-0.027149999999999997,-0.027149999999999997,-0.026883333333333332,-0.026883333333333332,0.013016666666666664
2020-03-31,-0.018683333333333333,-0.018683333333333333,-0.018683333333333333,-0.04595,-0.027216666666666667
2020-04-30,0.018450000000000005,0.009250000000000001,0.009883333333333334,0.018450000000000005,0.018450000000000005
2020-05-31,7.83333333333332e-4,7.83333333333332e-4,-0.005616666666666669,7.83333333333332e-4,-0.0011833333333333333
2020-06-30,0.0034666666666666665,0.0034666666666666665,0.001166666666666665,0.004199999999999999,0.006233333333333333
2020-07-31,0.015833333333333335,0.027733333333333332,0.0083,0.0171,-0.0038
2020-08-31,0.011549999999999996,0.014516666666666664,0.011549999999999996,0.011549999999999996,-0.004216666666666667
2020-09-30,-0.010783333333333334,-0.010816666666666669,-0.010816666666666669,-0.010816666666666669,-0.010816666666666669
2020-10-31,-0.011633333333333334,-0.011633333333333334,0.003933333333333334,0.003933333333333334,0.010866666666666669
2020-11-30,-0.01445,-0.010183333333333334,0.013550000000000001,0.013550000000000001,-0.027916666666666663
2020-12-31,-0.010633333333333333,0.012366666666666665,0.0058,0.0058,0.0058
2021-01-31,0.0032833333333333325,0.0032833333333333325,0.02598333333333333,0.026216666666666666,0.011616666666666664
2021-02-28,-0.006749999999999999,0.007150000000000001,0.00825,0.00825,-0.0011166666666666662
2021-03-31,0.025166666666666667,6.666666666666673e-4,0.02236666666666667,0.02236666666666667,0.02236666666666667
2021-04-30,0.013416666666666667,-0.005216666666666669,0.013416666666666667,0.0028833333333333315,-0.0012166666666666682
2021-05-31,0.01995,0.009916666666666666,0.02418333333333333,0.02418333333333333,0.023216666666666663
2021-06-30,-0.00971666666666667,0.02261666666666667,-0.010716666666666668,-0.010716666666666668,-0.026716666666666666
2021-07-31,0.011383333333333334,0.011383333333333334,-0.0037833333333333326,-0.0037833333333333326,0.0034833333333333344
2021-08-31,0.012450000000000001,0.006716666666666667,0.004516666666666667,0.004516666666666667,-0.005316666666666667
2021-09-30,0.001783333333333333,0.005516666666666667,0.005516666666666667,0.005516666666666667,0.020183333333333334
2021-10-31,0.020483333333333336,0.022250000000000002,0.011483333333333332,0.011483333333333332,0.011483333333333332
2021-11-30,0.016,0.010333333333333333,0.010333333333333333,0.010333333333333333,0.007133333333333334
2021-12-31,0.02341666666666667,0.02341666666666667,0.009983333333333332,0.020816666666666664,0.010016666666666665
2022-01-31,0.027999999999999997,0.014633333333333333,0.014633333333333333,0.014633333333333333,0.035133333333333336
2022-02-28,9.666666666666666e-4,0.0105,0.0105,0.0105,0.0105
2022-03-31,0.013233333333333333,-0.004499999999999999,0.0062,0.0062,-0.004066666666666668
2022-04-30,-0.02125,0.017916666666666664,0.019083333333333334,0.017916666666666664,0.017916666666666664
2022-05-31,0.026866666666666664,0.026966666666666667,0.018399999999999996,0.026866666666666664,0.027966666666666667
2022-06-30,-0.009100000000000002,-0.024666666666666667,-0.030533333333333332,0.003333333333333336,-0.024666666666666667
2022-07-31,-0.011333333333333329,0.017433333333333332,-0.005399999999999998,-0.0373,-0.005399999999999998
2022-08-31,-0.006183333333333332,-0.010583333333333333,-0.006183333333333332,-0.006183333333333332,0.006383333333333334
2022-09-30,-0.006783333333333333,-0.01145,-0.014583333333333335,0.01655,-0.02691666666666666
2022-10-31,0.0246,0.05206666666666666,0.05206666666666666,0.05206666666666666,0.05206666666666666
2022-11-30,0.027783333333333337,0.018616666666666667,0.018616666666666667,0.018616666666666667,0.018616666666666667
2022-12-31,-0.010966666666666666,0.007766666666666669,0.007133333333333336,0.007133333333333336,0.028399999999999998
2023-01-31,-0.04126666666666667,-0.04126666666666667,-0.02663333333333334,-0.02663333333333334,-0.04053333333333334
2023-02-28,-0.006566666666666668,-0.004633333333333332,-0.006566666666666668,-0.004633333333333332,-0.006466666666666666
2023-03-31,-0.0030833333333333338,-0.02605,-0.0030833333333333338,0.004116666666666668,-0.03435
2023-04-30,0.01685,2.1666666666666826e-4,0.01685,0.008283333333333335,3.166666666666665e-4
2023-05-31,-0.022016666666666667,-0.02795,-0.02795,-0.02938333333333333,-4.833333333333336e-4
2023-06-30,0.009500000000000003,0.009500000000000003,0.005233333333333334,0.009500000000000003,0.0189
2023-07-31,-0.015033333333333334,6.999999999999992e-4,-4.666666666666662e-4,0.010233333333333332,-0.0032999999999999995
2023-08-31,0.008100000000000001,-0.0040666666666666655,0.008100000000000001,0.003800000000000001,-0.012833333333333334
2023-09-30,-8.833333333333336e-4,-0.004250000000000002,-0.006816666666666669,-0.006816666666666669,-0.010316666666666667
2023-10-31,0.007450000000000001,-0.005983333333333334,0.007450000000000001,-0.005983333333333334,-0.006650000000000002
2023-11-30,0.0135,0.0135,0.005633333333333335,0.007933333333333332,-0.0161
2023-12-31,-0.007883333333333334,0.01635,5.0000000000000273e-5,0.01635,0.03478333333333333
2024-01-31,0.015316666666666666,-0.003750000000000001,-0.003750000000000001,-0.003750000000000001,-0.013883333333333333
2024-02-29,0.02388333333333333,0.0024833333333333326,0.0052166666666666655,0.0024833333333333326,0.013916666666666667
2024-03-31,0.017266666666666666,0.017266666666666666,0.003766666666666667,0.013233333333333333,4.3333333333333337e-4
2024-04-30,-0.003516666666666668,-0.012150000000000003,-0.003516666666666668,0.003350000000000001,-0.010716666666666671
2024-05-31,0.0032333333333333333,0.004299999999999999,0.0062666666666666695,0.0062666666666666695,0.010633333333333335
2024-06-30,-0.008783333333333334,-0.008783333333333334,0.0056166666666666665,-0.008783333333333334,-0.02095
2024-07-31,-0.005516666666666666,0.022283333333333332,0.022283333333333332,0.022283333333333332,0.011383333333333334
2024-08-31,0.017416666666666664,0.02108333333333333,0.005583333333333333,0.005583333333333333,0.00925
2024-09-30,-0.0013666666666666664,-0.004433333333333333,-0.004433333333333333,-0.004433333333333333,-0.0023666666666666667
2024-10-31,0.0021499999999999996,0.005416666666666667,0.0024499999999999995,0.005416666666666667,-0.010416666666666666
2024-11-30,0.0041333333333333335,0.013133333333333332,0.013133333333333332,-0.0021666666666666653,0.012599999999999998
2024-12-31,4.666666666666666e-4,-0.003233333333333333,-0.016,-0.016,-0.005
2025-01-31,0.0017166666666666652,0.0017166666666666652,-0.002383333333333334,-0.002383333333333334,-0.011016666666666668
2025-02-28,0.007650000000000001,0.0014833333333333337,0.01785,0.0014833333333333337,-0.014883333333333333
2025-03-31,-0.010299999999999998,-0.01733333333333333,-0.005333333333333333,-0.010299999999999998,0.020466666666666664
2025-04-30,-0.004900000000000002,-0.0111,-0.004900000000000002,-0.0111,-0.024866666666666665
2025-05-31,0.026116666666666667,0.014116666666666665,0.014116666666666665,0.014116666666666665,0.006749999999999999
2025-06-30,-0.0013166666666666667,-0.0018833333333333323,-0.0019499999999999986,-0.0019499999999999986,-0.01815
2025-07-31,-0.004116666666666667,-3.500000000000002e-4,-0.004583333333333333,-0.004583333333333333,-0.0013499999999999999
2025-08-31,0.014999999999999998,-0.0012666666666666666,0.014999999999999998,0.014999999999999998,0.0268
2025-09-30,0.008133333333333333,8.666666666666672e-4,0.008133333333333333,8.666666666666672e-4,0.004366666666666667
2025-10-31,-0.004383333333333333,-0.014716666666666668,-0.019083333333333334,-0.019083333333333334,-0.019983333333333332
2025-11-30,0.00903333333333333,0.004133333333333332,0.00903333333333333,0.00903333333333333,0.009466666666666665
